iata_code,ident,gps_code,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,type
AAA,NTGA,NTGA,Anaa Airport,-17.35260009765625,-145.50999450683594,10,OC,PF,PF-U-A,,medium_airport
AAB,YARY,YARY,Arrabury Airport,-26.693023,141.047771,334,OC,AU,AU-QLD,,small_airport
AAC,HEAR,HEAR,El Arish International Airport,31.073299408,33.8358001709,121,AS,EG,EG-SIN,El Arish,medium_airport
AAD,AAD,,Adado Airport,6.095802,46.6375,1001,AF,SO,SO-GA,Adado,small_airport
AAE,DABB,DABB,Rabah Bitat Airport,36.822201,7.809174,16,AF,DZ,DZ-36,Annaba,medium_airport
AAF,KAAF,KAAF,Apalachicola Regional Airport,29.72750092,-85.02749634,20,NA,US,US-FL,Apalachicola,small_airport
AAG,SSYA,SSYA,Avelino Vieira Airport,-24.103901,-49.789101,2641,SA,BR,BR-PR,Arapoti,small_airport
AAH,EDKA,EDKA,Aachen-Merzbruck Airport,50.823055,6.186389,623,EU,DE,DE-NW,Aachen,small_airport
AAI,SWRA,SWRA,Arraias Airport,-13.025154,-46.884107,1923,SA,BR,BR-TO,Arraias,small_airport
AAJ,SR-AAJ,SMCA,Cayana Airstrip,3.898681,-55.577907,360,SA,SR,SR-SI,Awaradam,small_airport
AAK,NGUK,NGUK,Aranuka Airport,0.185278,173.636993,6,OC,KI,KI-G,Buariki,small_airport
AAL,EKYT,EKYT,Aalborg Airport,57.0927589138,9.84924316406,10,EU,DK,DK-81,Aalborg,large_airport
AAM,FAMD,FAMD,Malamala Airport,-24.818099975585938,31.544599533081055,1124,AF,ZA,ZA-NP,Malamala,medium_airport
AAN,OMAL,OMAL,Al Ain International Airport,24.261699676513672,55.60919952392578,869,AS,AE,AE-AZ,Al Ain,medium_airport
AAO,SVAN,SVAN,Anaco Airport,9.430225372314453,-64.4707260131836,721,SA,VE,VE-B,Anaco,medium_airport
AAP,ID-0017,WALS,Aji Pangeran Tumenggung Pranoto International Airport,-0.374448,117.249392,73,AS,ID,ID-KI,Samarinda,large_airport
AAQ,URKA,URKA,Anapa Vityazevo Airport,45.002101898193,37.347301483154,174,EU,RU,RU-KDA,Anapa,medium_airport
AAR,EKAH,EKAH,Aarhus Airport,56.2999992371,10.619000434899998,82,EU,DK,DK-82,Aarhus,medium_airport
AAS,ID-AAS,,Apalapsili Airport,-3.8832,139.3108,3100,AS,ID,ID-PA,Apalapsili,small_airport
AAT,CN-0113,ZWAT,Altay Air Base,47.7498855591,88.08580780030002,2460,AS,CN,CN-65,Altay,medium_airport
AAU,NSAU,NSAU,Asau Airport,-13.505132,-172.627888,,OC,WS,WS-VS,Asau,small_airport
AAV,RPMA,RPMA,Allah Valley Airport,6.366819858551025,124.7509994506836,659,AS,PH,PH-SCO,Surallah,medium_airport
AAX,SBAX,SBAX,Romeu Zema Airport,-19.563199996948,-46.960399627686,3276,SA,BR,BR-MG,Araxa,small_airport
AAY,OYGD,OYGD,Al Ghaidah International Airport,16.191699981689453,52.17499923706055,134,AS,YE,YE-MR,,medium_airport
AAZ,MGQZ,MGQZ,Quezaltenango Airport,14.8656,-91.501999,7779,NA,GT,GT-QZ,Quezaltenango,small_airport
ABA,UNAA,UNAA,Abakan Airport,53.7400016784668,91.38500213623047,831,AS,RU,RU-KK,Abakan,medium_airport
ABB,DNAS,DNAS,Asaba International Airport,6.204167,6.665278,305,AF,NG,NG-DE,Asaba,medium_airport
ABC,LEAB,LEAB,Albacete-Los Llanos Airport,38.9485015869,-1.8635200262099998,2302,EU,ES,ES-CM,Albacete,medium_airport
ABD,OIAA,OIAA,Abadan Airport,30.371099472,48.2282981873,10,AS,IR,IR-10,Abadan,medium_airport
ABE,KABE,KABE,Lehigh Valley International Airport,40.652099609375,-75.44080352783203,393,NA,US,US-PA,Allentown,medium_airport
ABF,NGAB,NGAB,Abaiang Airport,1.798609972000122,173.04100036621094,,OC,KI,KI-G,Abaiang,small_airport
ABG,YABI,YABI,Abingdon Downs Airport,-17.616699218799997,143.167007446,,OC,AU,AU-QLD,,small_airport
ABH,YAPH,YAPH,Alpha Airport,-23.646099,146.584,1255,OC,AU,AU-QLD,Alpha,medium_airport
ABI,KABI,KABI,Abilene Regional Airport,32.4113006592,-99.68190002440001,1791,NA,US,US-TX,Abilene,medium_airport
ABJ,DIAP,DIAP,Port Bouet Airport,5.261390209197998,-3.9262900352478027,21,AF,CI,CI-01,Abidjan,medium_airport
ABK,HAKD,HAKD,Kabri Dehar Airport,6.734,44.252998,1800,AF,ET,ET-SO,Kabri Dehar,small_airport
ABL,PAFM,PAFM,Ambler Airport,67.1063,-157.856989,334,NA,US,US-AK,Ambler,medium_airport
ABM,YNPE,YNPE,Northern Peninsula Airport,-10.9508,142.459,34,OC,AU,AU-QLD,Bamaga,small_airport
ABN,SMBN,SMBN,Albina Airport,5.512720108032227,-54.05009841918945,19,SA,SR,SR-MA,Albina,small_airport
ABO,DIAO,DIAO,Aboisso Airport,5.461944,-3.234722,95,AF,CI,CI-13,Aboisso,small_airport
ABP,ABP,,Atkamba Airport,-6.0655555555600005,141.095277778,150,OC,PG,PG-WPD,Atkamba Mission,small_airport
ABQ,KABQ,KABQ,Albuquerque International Sunport,35.040199,-106.609001,5355,NA,US,US-NM,Albuquerque,large_airport
ABR,KABR,KABR,Aberdeen Regional Airport,45.449100494384766,-98.42179870605469,1302,NA,US,US-SD,Aberdeen,medium_airport
ABS,HEBL,HEBL,Abu Simbel Airport,22.375999450699997,31.611700058,616,AF,EG,EG-ASN,Abu Simbel,medium_airport
ABT,OEBA,OEBA,Al Baha Airport,20.2961006165,41.6343002319,5486,AS,SA,SA-11,,medium_airport
ABU,WRKA,WATA,Haliwen Airport,-9.073049545289999,124.904998779,1027,AS,ID,ID-NT,Atambua-Timor Island,small_airport
ABV,DNAA,DNAA,Nnamdi Azikiwe International Airport,9.006790161132812,7.263169765472412,1123,AF,NG,NG-FC,Abuja,large_airport
ABX,YMAY,YMAY,Albury Airport,-36.06779861450195,146.95799255371094,539,OC,AU,AU-NSW,Albury,medium_airport
ABY,KABY,KABY,Southwest Georgia Regional Airport,31.535499572753906,-84.19450378417969,197,NA,US,US-GA,Albany,medium_airport
ABZ,EGPD,EGPD,Aberdeen Dyce Airport,57.201900482177734,-2.197779893875122,215,EU,GB,GB-SCT,Aberdeen,large_airport
ACA,MMAA,MMAA,General Juan N Alvarez International Airport,16.757099151611328,-99.75399780273438,16,NA,MX,MX-GRO,Acapulco,large_airport
ACB,KACB,KACB,Antrim County Airport,44.988602,-85.198402,623,NA,US,US-MI,Bellaire,small_airport
ACC,DGAA,DGAA,Kotoka International Airport,5.605189800262451,-0.16678600013256073,205,AF,GH,GH-AA,Accra,large_airport
ACD,SKAD,SKAD,Alcides Fernandez Airport,8.51667,-77.3,50,SA,CO,CO-CHO,Acandi,small_airport
ACE,GCRR,GCRR,Lanzarote Airport,28.945499,-13.6052,46,EU,ES,ES-CN,Lanzarote Island,medium_airport
ACF,YBAF,YBAF,Brisbane Archerfield Airport,-27.5702991486,153.007995605,63,OC,AU,AU-QLD,Brisbane,small_airport
ACH,LSZR,LSZR,St Gallen Altenrhein Airport,47.4850006104,9.560770034789998,1306,EU,CH,CH-SG,Altenrhein,medium_airport
ACI,EGJA,EGJA,Alderney Airport,49.706104,-2.21472,290,EU,GG,GG-U-A,Saint Anne,medium_airport
ACJ,VCCA,VCCA,Anuradhapura Air Force Base,8.30148983002,80.42790222170001,324,AS,LK,LK-7,Anuradhapura,medium_airport
ACK,KACK,KACK,Nantucket Memorial Airport,41.25310135,-70.06020355,47,NA,US,US-MA,Nantucket,medium_airport
ACL,SK-048,,Aguaclara Airport,4.753611,-73.002778,1090,SA,CO,CO-CAS,Aguaclara,small_airport
ACM,SK-001,,Arica Airport,-2.14543733597,-71.7580604553,316,SA,CO,CO-AMA,Arica,small_airport
ACN,MMCC,MMCC,Ciudad Acuna New International Airport,29.332899,-101.098998,1410,NA,MX,MX-COA,Ciudad Acuna,small_airport
ACP,OITM,OITM,Sahand Airport,37.347999572753906,46.127899169921875,4396,AS,IR,IR-01,Maragheh,small_airport
ACR,SKAC,SKAC,Araracuara Airport,-0.5833,-72.4083,1250,SA,CO,CO-CAQ,Araracuara,small_airport
ACS,UNKS,UNKS,Achinsk Airport,56.2682991027832,90.57080078125,1033,AS,RU,RU-KYA,Achinsk,medium_airport
ACT,KACT,KACT,Waco Regional Airport,31.611299514770508,-97.23049926757812,516,NA,US,US-TX,Waco,medium_airport
ACU,PA-0001,,Achutupo Airport,8.43165969849,-77.96520233150001,1047,NA,PA,PA-5,Achutupo,small_airport
ACV,KACV,KACV,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221,NA,US,US-CA,Arcata/Eureka,medium_airport
ACX,ZUYI,ZUYI,Xingyi Airport,25.0863888889,104.959444444,4150,AS,CN,CN-52,Xingyi,medium_airport
ACY,KACY,KACY,Atlantic City International Airport,39.45759963989258,-74.57720184326172,75,NA,US,US-NJ,Atlantic City,medium_airport
ACZ,OIZB,OIZB,Zabol Airport,31.09830093383789,61.54389953613281,1628,AS,IR,IR-13,,medium_airport
ADA,LTAF,LTAF,Adana Airport,36.9822006226,35.280399322499996,65,AS,TR,TR-01,Adana,large_airport
ADB,LTBJ,LTBJ,Adnan Menderes International Airport,38.2924003601,27.156999588,412,AS,TR,TR-35,Ä°zmir,large_airport
ADC,ADC,AYAN,Andakombe Airport,-7.13722222222,145.744722222,3600,OC,PG,PG-EHG,Andekombe,small_airport
ADD,HAAB,HAAB,Addis Ababa Bole International Airport,8.97789001465,38.799301147499996,7630,AF,ET,ET-AA,Addis Ababa,large_airport
ADE,OYAA,OYAA,Aden International Airport,12.829500198364258,45.02880096435547,7,AS,YE,YE-AD,Aden,medium_airport
ADF,LTCP,LTCP,AdÄ±yaman Airport,37.7313995361,38.4688987732,2216,AS,TR,TR-02,AdÄ±yaman,medium_airport
ADG,KADG,KADG,Lenawee County Airport,41.8676986694,-84.07730102539999,798,NA,US,US-MI,Adrian,small_airport
ADH,UEEA,UEEA,Aldan Airport,58.60279846191406,125.40899658203125,2241,AS,RU,RU-SA,Aldan,small_airport
ADI,FYAR,FYAR,Arandis Airport,-22.462200164794922,14.979999542236328,1905,AF,NA,NA-ER,Arandis,medium_airport
ADJ,OJAM,OJAM,Amman-Marka International Airport,31.972700119018555,35.991600036621094,2555,AS,JO,JO-AM,Amman,medium_airport
ADK,PADK,PADK,Adak Airport,51.87799835205078,-176.64599609375,18,NA,US,US-AK,Adak Island,medium_airport
ADL,YPAD,YPAD,Adelaide International Airport,-34.945,138.531006,20,OC,AU,AU-SA,Adelaide,large_airport
ADM,KADM,KADM,Ardmore Municipal Airport,34.30301,-97.0196342,777,NA,US,US-OK,Ardmore,small_airport
ADO,YAMK,YAMK,Andamooka Airport,-30.438299,137.136993,76,OC,AU,AU-SA,,small_airport
ADP,VCCG,VCCG,Ampara Airport,7.33776,81.62594,150,AS,LK,LK-5,Ampara,medium_airport
ADQ,PADQ,PADQ,Kodiak Airport,57.75,-152.4940033,78,NA,US,US-AK,Kodiak,medium_airport
ADR,KPHH,KPHH,Robert F Swinnie Airport,33.4516983032,-79.5261993408,26,NA,US,US-SC,Andrews,small_airport
ADS,KADS,KADS,Addison Airport,32.9686012268,-96.8364028931,644,NA,US,US-TX,Dallas,small_airport
ADT,KADH,KADH,Ada Regional Airport,34.804298,-96.671303,1016,NA,US,US-OK,Ada,small_airport
ADU,OITL,OITL,Ardabil Airport,38.3256988525,48.4244003296,4315,AS,IR,IR-03,Ardabil,medium_airport
ADV,ADV,,El Daein Airport,11.4023,26.1186,1560,AF,SD,SD-DE,El Daein,small_airport
ADW,KADW,KADW,Joint Base Andrews,38.810799,-76.866997,280,NA,US,US-MD,Camp Springs,large_airport
ADX,EGQL,EGQL,RAF Leuchars,56.37289810180664,-2.8684399127960205,38,EU,GB,GB-SCT,St. Andrews,medium_airport
ADY,FAAL,FAAL,Alldays Airport,-22.6790008545,29.0555000305,2600,AF,ZA,ZA-NP,Alldays,small_airport
ADZ,SKSP,SKSP,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,19,SA,CO,CO-SAP,San Andres,medium_airport
AEA,NGTB,NGTB,Abemama Atoll Airport,0.49083301424980164,173.82899475097656,8,OC,KI,KI-G,Abemama Atoll,small_airport
AEB,CN-0082,ZGBS,Baise Youjiang Airport,23.7206001282,106.959999084,490,AS,CN,CN-45,Baise,medium_airport
AEE,AEE,,Adareil Airport,10.0536111111,32.9594444444,1301,AF,SS,SS-23,,small_airport
AEG,WIME,WIME,Aek Godang Airport,1.4001,99.430496,922,AS,ID,ID-SU,Padang Sidempuan-Sumatra Island,medium_airport
AEH,FTTC,FTTC,Abeche Airport,13.847000122070312,20.84429931640625,1788,AF,TD,TD-OD,,medium_airport
AEK,AEK,AYAX,Aseki Airport,-7.35080485552,146.19386673,4106,OC,PG,PG-MPL,Aseki,small_airport
AEL,KAEL,KAEL,Albert Lea Municipal Airport,43.68149948,-93.36720276,1260,NA,US,US-MN,Albert Lea,small_airport
AEM,UHTG,UHTG,Amgu Airport,45.84126,137.673568,10,EU,RU,RU-PRI,Amgu,small_airport
AEO,GQNA,GQNA,Aioun el Atrouss Airport,16.711299896240234,-9.637880325317383,951,AF,MR,MR-02,Aioun El Atrouss,small_airport
AEP,SABE,SABE,Jorge Newbery Airpark,-34.5592,-58.4156,18,SA,AR,AR-C,Buenos Aires,medium_airport
AEQ,AEQ,,Ar Horqin Airport,43.87042,120.15958,1335,AS,CN,CN-15,Chifeng,small_airport
AER,URSS,URSS,Sochi International Airport,43.449902,39.9566,89,EU,RU,RU-KDA,Sochi,large_airport
AES,ENAL,ENAL,Ã…lesund Airport,62.5625,6.119699954986572,69,EU,NO,NO-15,Ã…lesund,medium_airport
AET,PFAL,PFAL,Allakaket Airport,66.5518035889,-152.621994019,441,NA,US,US-AK,Allakaket,small_airport
AEU,OIBA,OIBA,Abu Musa Island Airport,25.8757,55.033001,23,AS,IR,IR-23,Abu Musa,medium_airport
AEX,KAEX,KAEX,Alexandria International Airport,31.32740020751953,-92.54979705810547,89,NA,US,US-LA,Alexandria,medium_airport
AEY,BIAR,BIAR,Akureyri Airport,65.66000366210938,-18.07270050048828,6,EU,IS,IS-6,Akureyri,medium_airport
AFA,SAMR,SAMR,Suboficial Ay Santiago Germano Airport,-34.588299,-68.4039,2470,SA,AR,AR-M,San Rafael,medium_airport
AFD,FAPA,FAPA,Port Alfred Airport,-33.5541992188,26.877700805699998,275,AF,ZA,ZA-EC,Port Alfred,small_airport
AFF,KAFF,KAFF,USAF Academy Airfield,38.96969986,-104.8130035,6572,NA,US,US-CO,Colorado Springs,small_airport
AFI,SKAM,SKAM,Amalfi Airport,6.91667,-75.0667,5507,SA,CO,CO-ANT,Amalfi,small_airport
AFL,SBAT,SBAT,Piloto Osvaldo Marques Dias Airport,-9.8663892746,-56.1049995422,948,SA,BR,BR-MT,Alta Floresta,medium_airport
AFN,KAFN,KAFN,Jaffrey Airport Silver Ranch Airport,42.805099487300005,-72.0029983521,1040,NA,US,US-NH,Jaffrey,small_airport
AFO,KAFO,KAFO,Afton Municipal Airport,42.7112007141,-110.942001343,6221,NA,US,US-WY,Afton,small_airport
AFR,AFR,AYAF,Afore Airstrip,-9.142222222220001,148.390833333,2500,OC,PG,PG-NPP,,small_airport
AFS,UTSN,UTSN,Sugraly Airport,41.61389923095703,64.23320007324219,1396,AS,UZ,UZ-NW,Zarafshan,small_airport
AFT,AGAF,AGAF,Afutara Aerodrome,-9.19138888889,160.948611111,23,OC,SB,SB-ML,Bila,small_airport
AFW,KAFW,KAFW,Fort Worth Alliance Airport,32.9875984192,-97.31880187990001,722,NA,US,US-TX,Fort Worth,large_airport
AFY,LTAH,LTAH,Afyon Airport,38.726398468,30.6011009216,3310,AS,TR,TR-03,Afyonkarahisar,medium_airport
AFZ,OIMS,OIMS,Sabzevar National Airport,36.16809844970703,57.59519958496094,3010,AS,IR,IR-30,Sabzevar,medium_airport
AGA,GMAD,GMAD,Al Massira Airport,30.325000762939453,-9.413069725036621,250,AF,MA,MA-AGD,Agadir,medium_airport
AGB,EDMA,EDMA,Augsburg Airport,48.425278,10.931667,1516,EU,DE,DE-BY,Augsburg,medium_airport
AGC,KAGC,KAGC,Allegheny County Airport,40.354400634765625,-79.9301986694336,1252,NA,US,US-PA,Pittsburgh,medium_airport
AGD,ID-AGD,WASG,Anggi Airport,-1.3858,133.8737,6644,AS,ID,ID-PB,Anggi-Papua Island,small_airport
AGE,EDWG,EDWG,Wangerooge Airport,53.782779693603516,7.913888931274414,7,EU,DE,DE-NI,Wangerooge,small_airport
AGF,LFBA,LFBA,Agen-La Garenne Airport,44.17470169067383,0.5905560255050659,204,EU,FR,FR-NAQ,Agen/La Garenne,medium_airport
AGG,AGG,,Angoram Airport,-4.05583333333,144.073888889,75,OC,PG,PG-ESW,Angoram,small_airport
AGH,ESTA,ESTA,Ã„ngelholm-Helsingborg Airport,56.29610061645508,12.847100257873535,68,EU,SE,SE-M,Ã„ngelholm,medium_airport
AGI,SMWA,SMWA,Wageningen Airstrip,5.841128,-56.673328,6,SA,SR,SR-NI,Wageningen,small_airport
AGJ,RORA,RORA,Aguni Airport,26.5925006866,127.240997314,38,AS,JP,JP-47,Aguni,small_airport
AGK,AGK,,Kagua Airport,-6.396388888890001,143.853611111,5350,OC,PG,PG-SHM,Kagua,small_airport
AGL,AGL,AYWG,Wanigela Airport,-9.3375,149.155555556,53,OC,PG,PG-NPP,,small_airport
AGO,KAGO,KAGO,Ralph C Weiser Field,33.228001,-93.217002,319,NA,US,US-AR,Magnolia,small_airport
AGP,LEMG,LEMG,Malaga Airport,36.67490005493164,-4.499110221862793,53,EU,ES,ES-AN,Malaga,large_airport
AGR,VIAG,VIAG,Agra Airport,27.155799865722656,77.96089935302734,551,AS,IN,IN-UP,,medium_airport
AGS,KAGS,KAGS,Augusta Regional At Bush Field,33.36989974975586,-81.9645004272461,144,NA,US,US-GA,Augusta,large_airport
AGT,SGES,SGES,Guarani International Airport,-25.454516,-54.842682,846,SA,PY,PY-10,Ciudad del Este,medium_airport
AGU,MMAS,MMAS,JesÃºs Teran Paredo International Airport,21.705601,-102.318001,6112,NA,MX,MX-AGU,Aguascalientes,medium_airport
AGV,SVAC,SVAC,Oswaldo Guevara Mujica Airport,9.553375244140625,-69.23786926269531,640,SA,VE,VE-P,Acarigua,medium_airport
AGW,AU-AGW,,Agnew Airport,-12.145600318908691,142.1490020751953,,OC,AU,AU-QLD,Agnew,small_airport
AGX,VOAT,VOAT,Agatti Airport,10.823699951171875,72.1760025024414,14,AS,IN,IN-LD,,medium_airport
AGY,AGY,,Argyle Downs Airport,-16.514,128.9245,407,OC,AU,AU-WA,Argyle Downs,small_airport
AGZ,FAAG,FAAG,Aggeneys Airport,-29.28179931640625,18.813899993896484,2648,AF,ZA,ZA-NC,Aggeneys,medium_airport
AHB,OEAB,OEAB,Abha Regional Airport,18.240400314299997,42.65660095210001,6858,AS,SA,SA-14,Abha,medium_airport
AHC,KAHC,KAHC,Amedee Army Air Field,40.26620102,-120.1529999,4012,NA,US,US-CA,Herlong,small_airport
AHD,K1F0,,Ardmore Downtown Executive Airport,34.1469993591,-97.1227035522,844,NA,US,US-OK,Ardmore,small_airport
AHE,NTHE,NTHE,Ahe Airport,-14.428099632263184,-146.2570037841797,11,OC,PF,PF-U-A,Ahe Atoll,medium_airport
AHF,K37V,,Arapahoe Municipal Airport,40.339500427199994,-99.90650177,2270,NA,US,US-NE,Arapahoe,small_airport
AHH,KAHH,KAHH,Amery Municipal Airport,45.2811012268,-92.37539672850001,1088,NA,US,US-WI,Amery,small_airport
AHI,WAPA,WAPA,Amahai Airport,-3.34800004959,128.925994873,29,AS,ID,ID-MA,Amahai-Seram Island,small_airport
AHJ,AHJ,ZUHY,Hongyuan Airport,32.53154,102.35224,11600,AS,CN,CN-51,Aba,medium_airport
AHL,SYAH,SYAH,Aishalton Airport,2.486530065536499,-59.31340026855469,587,SA,GY,GY-UT,Aishalton,small_airport
AHM,KS03,KS03,Ashland Municipal Sumner Parker Field,42.190299987799996,-122.661003113,1885,NA,US,US-OR,Ashland,small_airport
AHN,KAHN,KAHN,Athens Ben Epps Airport,33.94860076904297,-83.32630157470703,808,NA,US,US-GA,Athens,medium_airport
AHO,LIEA,LIEA,Alghero-Fertilia Airport,40.632099,8.29077,87,EU,IT,IT-88,Alghero,medium_airport
AHS,MHAH,MHAH,Ahuas Airport,15.4722,-84.352203,249,NA,HN,HN-GD,Ahuas,small_airport
AHU,GMTA,GMTA,Cherif Al Idrissi Airport,35.177101135253906,-3.83951997756958,95,AF,MA,MA-HOC,Al Hoceima,medium_airport
AHY,AHY,,Ambatolhy Airport,-20.015833333299998,45.535,340,AF,MG,MG-U,Ambatolahy,small_airport
AHZ,LFHU,LFHU,Altiport L'Alpe d'Huez - Henri GIRAUD,45.088299,6.08472,6102,EU,FR,FR-ARA,L'Alpe d'Huez,small_airport
AIA,KAIA,KAIA,Alliance Municipal Airport,42.0531997681,-102.804000854,3931,NA,US,US-NE,Alliance,small_airport
AIC,AIP,,Ailinglaplap Airok Airport,7.279422,168.8257,16,OC,MH,MH-ALL,Bigatyelang Island,small_airport
AID,KAID,KAID,Anderson Municipal Darlington Field,40.10860061649999,-85.6129989624,919,NA,US,US-IN,Anderson,small_airport
AIE,AIE,AYAO,Aiome Airport,-5.145699978,144.7307003,350,OC,PG,PG-MPM,Aiome,small_airport
AIF,SNAX,SNAX,Marcelo Pires Halzhausen Airport,-22.64,-50.453056,1850,SA,BR,BR-SP,Assis,small_airport
AIG,FEFY,FEFY,Yalinga Airport,6.519999980926514,23.260000228881836,1975,AF,CF,CF-HK,Yalinga,small_airport
AIH,AIH,AYAK,Aiambak Airport,-7.342777777779999,141.2675,90,OC,PG,PG-WPD,Aiambak,small_airport
AII,HDAS,HDAS,Ali-Sabieh Airport,11.146889,42.72,2313,AF,DJ,DJ-AS,Ali-Sabieh,small_airport
AIK,KAIK,KAIK,Aiken Regional Airport,33.649399,-81.684998,528,NA,US,US-SC,Aiken,small_airport
AIL,PA-0003,,Alligandi Airport,9.2226,-78.0236,55,NA,PA,PA-KY,Alligandi,small_airport
AIM,MH-AIM,,Ailuk Airport,10.21679973602295,169.98300170898438,,OC,MH,MH-ALK,Ailuk Island,small_airport
AIN,PAWI,PAWI,Wainwright Airport,70.6380004883,-159.994995117,41,NA,US,US-AK,Wainwright,medium_airport
AIO,KAIO,KAIO,Atlantic Municipal Airport,41.40729904,-95.04689789,1165,NA,US,US-IA,Atlantic,small_airport
AIP,VIAX,VIAX,Adampur Airport,31.4338,75.758797,775,AS,IN,IN-PB,Adampur,small_airport
AIR,SWRP,SSOU,Aripuanã Airport,-10.188278,-59.457273,623,SA,BR,BR-MT,Aripuanã,small_airport
AIS,NGTR,NGTR,Arorae Island Airport,-2.61611008644104,176.80299377441406,,OC,KI,KI-G,Arorae Island,small_airport
AIT,NCAI,NCAI,Aitutaki Airport,-18.830900192260742,-159.76400756835938,14,OC,CK,CK-U-A,Aitutaki,small_airport
AIU,NCAT,NCAT,Enua Airport,-19.96780014038086,-158.11900329589844,36,OC,CK,CK-U-A,Atiu Island,small_airport
AIV,KAIV,KAIV,George Downer Airport,33.106499,-88.1978,150,NA,US,US-AL,Aliceville,small_airport
AIW,FYAA,FYAA,Ai-Ais Airport,-27.995,17.5966,2000,AF,NA,NA-KU,Ai-Ais,small_airport
AIZ,KAIZ,KAIZ,Lee C Fine Memorial Airport,38.0960006714,-92.54949951170002,869,NA,US,US-MO,Kaiser Lake Ozark,small_airport
AJA,LFKJ,LFKJ,Ajaccio-Napoleon Bonaparte Airport,41.92359924316406,8.8029203414917,18,EU,FR,FR-COR,Ajaccio/Napoleon Bonaparte,medium_airport
AJF,OESK,OESK,Al-Jawf Domestic Airport,29.78510093688965,40.099998474121094,2261,AS,SA,SA-12,Al-Jawf,medium_airport
AJI,LTCO,LTCO,AÄŸrÄ± Airport,39.654541015625,43.025978088378906,5462,AS,TR,TR-04,,medium_airport
AJJ,GQNJ,GQNJ,Akjoujt Airport,19.733016967773438,-14.383249282836914,403,AF,MR,MR-12,Akjoujt,small_airport
AJK,OIHR,OIHR,Arak Airport,34.138099670410156,49.8473014831543,5440,AS,IR,IR-22,Araak,small_airport
AJL,VELP,VELP,Lengpui Airport,23.840599060099997,92.6196975708,1398,AS,IN,IN-MZ,Aizawl,medium_airport
AJN,FMCV,FMCV,Ouani Airport,-12.131699562072754,44.430301666259766,62,AF,KM,KM-A,Ouani,medium_airport
AJR,ESNX,ESNX,Arvidsjaur Airport,65.59030151367188,19.28190040588379,1245,EU,SE,SE-BD,Arvidsjaur,medium_airport
AJS,MX-AJS,,Abreojos Airport,26.72719955444336,-113.55899810791016,,NA,MX,MX-BCS,Abreojos,small_airport
AJU,SBAR,SBAR,Santa Maria Airport,-10.984,-37.070301,139,SA,BR,BR-SE,Aracaju,medium_airport
AJY,DRZA,DRZA,Mano Dayak International Airport,16.965999603271484,8.000109672546387,1657,AF,NE,NE-1,Agadez,medium_airport
AKA,ZLAK,ZLAK,Ankang Wulipu Airport,32.708099,108.931,860,AS,CN,CN-61,Ankang,small_airport
AKB,PAAK,PAAK,Atka Airport,52.22029877,-174.2059937,57,NA,US,US-AK,Atka,small_airport
AKC,KAKR,KAKR,Akron Executive Airport,41.037498,-81.466904,1067,NA,US,US-OH,Akron,medium_airport
AKD,VAAK,VAAK,Akola Airport,20.698999,77.058601,999,AS,IN,IN-MM,Akola,medium_airport
AKE,GA-AKE,FOGA,Akieni Airport,-1.13967001438,13.9035997391,1660,AF,GA,GA-2,Akieni,small_airport
AKF,HLKF,HLKF,Kufra Airport,24.178699493408203,23.31399917602539,1367,AF,LY,LY-KF,Kufra,medium_airport
AKG,PG-AKG,AYGU,Anguganak Airport,-3.560504,142.217307,937,OC,PG,PG-SAN,Anguganak,small_airport
AKH,OEPS,OEPS,Prince Sultan Air Base,24.062700271606445,47.580501556396484,1651,AS,SA,SA-01,,medium_airport
AKI,PFAK,PFAK,Akiak Airport,60.9029006958,-161.231002808,30,NA,US,US-AK,Akiak,small_airport
AKJ,RJEC,RJEC,Asahikawa Airport,43.670799255371094,142.44700622558594,721,AS,JP,JP-01,Asahikawa / Hokkaid,medium_airport
AKK,PAKH,PAKH,Akhiok Airport,56.9387016296,-154.182998657,44,NA,US,US-AK,Akhiok,small_airport
AKL,NZAA,NZAA,Auckland International Airport,-37.008098602299995,174.792007446,23,OC,NZ,NZ-AUK,Auckland,large_airport
AKM,AKM,,Zakuoma Airport,10.8902777778,19.8172222222,1370,AF,TD,TD-SA,ZaKouma,small_airport
AKN,PAKN,PAKN,King Salmon Airport,58.67679977,-156.6490021,73,NA,US,US-AK,King Salmon,medium_airport
AKO,KAKO,KAKO,Colorado Plains Regional Airport,40.1755981445,-103.222000122,4714,NA,US,US-CO,Akron,small_airport
AKP,PAKP,PAKP,Anaktuvuk Pass Airport,68.13359833,-151.7429962,2102,NA,US,US-AK,Anaktuvuk Pass,medium_airport
AKQ,ID-AKQ,,Gunung Batin Airport,-4.61113977432251,105.23200225830078,99,AS,ID,ID-LA,Astraksetra-Sumatra Island,small_airport
AKR,DNAK,DNAK,Akure Airport,7.246739864349365,5.3010101318359375,1100,AF,NG,NG-ON,Akure,medium_airport
AKS,AGGA,AGGA,Gwaunaru'u Airport,-8.70257,160.682007,5,OC,SB,SB-ML,Auki,small_airport
AKT,LCRA,LCRA,RAF Akrotiri,34.590401,32.9879,76,EU,GB,GB-U-A,Akrotiri,large_airport
